game_id,source_url
2202219,https://fhsuathletics.com/sports/mens-soccer/stats/2022/rogers-state/boxscore/12146
2202301,https://fhsuathletics.com/sports/mens-soccer/stats/2023/msu-denver/boxscore/12714
2202302,https://fhsuathletics.com/sports/mens-soccer/stats/2023/uc-colorado-springs/boxscore/12715
2202303,https://fhsuathletics.com/sports/mens-soccer/stats/2023/maryville/boxscore/12716
2202304,https://fhsuathletics.com/sports/mens-soccer/stats/2023/rockhurst/boxscore/12717
2202305,https://fhsuathletics.com/sports/mens-soccer/stats/2023/midwestern-state/boxscore/12718
2202306,https://fhsuathletics.com/sports/mens-soccer/stats/2023/newman/boxscore/12719
2202307,https://fhsuathletics.com/sports/mens-soccer/stats/2023/southern-nazarene/boxscore/12720
2202308,https://fhsuathletics.com/sports/mens-soccer/stats/2023/ouachita-baptist/boxscore/12721
2202309,https://fhsuathletics.com/sports/mens-soccer/stats/2023/harding/boxscore/12722
2202310,https://fhsuathletics.com/sports/mens-soccer/stats/2023/northeastern-state/boxscore/12723
2202311,https://fhsuathletics.com/sports/mens-soccer/stats/2023/newman/boxscore/12724
2202312,https://fhsuathletics.com/sports/mens-soccer/stats/2023/rogers-state/boxscore/12725
2202313,https://fhsuathletics.com/sports/mens-soccer/stats/2023/ouachita-baptist/boxscore/12726
2202314,https://fhsuathletics.com/sports/mens-soccer/stats/2023/harding/boxscore/12727
2202315,https://fhsuathletics.com/sports/mens-soccer/stats/2023/northeastern-state/boxscore/12728
2202316,https://fhsuathletics.com/sports/mens-soccer/stats/2023/southern-nazarene/boxscore/12729
2202317,https://fhsuathletics.com/sports/mens-soccer/stats/2023/rogers-state/boxscore/12730
2202318,https://fhsuathletics.com/sports/mens-soccer/stats/2023/rogers-state/boxscore/12731
2202401,https://fhsuathletics.com/sports/mens-soccer/stats/2024/rockhurst/boxscore/13110
2202402,https://fhsuathletics.com/sports/mens-soccer/stats/2024/upper-iowa/boxscore/13111
2202403,https://fhsuathletics.com/sports/mens-soccer/stats/2024/maryville/boxscore/13112
2202404,https://fhsuathletics.com/sports/mens-soccer/stats/2024/midwestern-state/boxscore/13113
2202405,https://fhsuathletics.com/sports/mens-soccer/stats/2024/eastern-new-mexico/boxscore/13114
2202406,https://fhsuathletics.com/sports/mens-soccer/stats/2024/southern-nazarene/boxscore/13115
2202407,https://fhsuathletics.com/sports/mens-soccer/stats/2024/rogers-state/boxscore/13116
2202408,https://fhsuathletics.com/sports/mens-soccer/stats/2024/northeastern-state/boxscore/13117
2202409,https://fhsuathletics.com/sports/mens-soccer/stats/2024/ouachita-baptist/boxscore/13118
2202410,https://fhsuathletics.com/sports/mens-soccer/stats/2024/harding/boxscore/13119
2202411,https://fhsuathletics.com/sports/mens-soccer/stats/2024/newman/boxscore/13120
2202412,https://fhsuathletics.com/sports/mens-soccer/stats/2024/southern-nazarene/boxscore/13121
2202413,https://fhsuathletics.com/sports/mens-soccer/stats/2024/harding/boxscore/13122
2202414,https://fhsuathletics.com/sports/mens-soccer/stats/2024/ouachita-baptist/boxscore/13123
2202415,https://fhsuathletics.com/sports/mens-soccer/stats/2024/northeastern-state/boxscore/13124
2202416,https://fhsuathletics.com/sports/mens-soccer/stats/2024/rogers-state/boxscore/13125
2202417,https://fhsuathletics.com/sports/mens-soccer/stats/2024/newman/boxscore/13126
2202418,https://fhsuathletics.com/sports/mens-soccer/stats/2024/rogers-state/boxscore/13127
2202419,https://fhsuathletics.com/sports/mens-soccer/stats/2024/southern-nazarene/boxscore/13535
